DOI,Author,Title,Year,Source,Volume,Number,Pages,Url,Affiliations,Abstract,Keywords,Author Keywords,PMID,Source Abbrev,Total Citation Count,SJR,H index,Org QS,Database,Searching Keyword,Title Frequency,Abstract Frequency,DB Keyword Frequency,Author Keyword Frequency,Local Citation Count,Global Citation Count,Full Text Frequency
"10.1109/ICCS51219.2020.9336601","Yan, Binge and Jiang, Li and Wang, Dandan and Jia, Yong and Ding, Congzhang","Raspberry Pi based handheld through-wall radar detection system","2020","2020 IEEE 2nd International Conference on Circuits and Systems, ICCS 2020","NA","NA","24 – 27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101443026&doi=10.1109%2fICCS51219.2020.9336601&partnerID=40&md5=77a397c6c6b9ec47d314625f53cfcdaf","College of Information Science and Technology, Chengdu University of Technology, Chengdu, China","Through-wall radar can sense targets behind buildings effectively so that it's capable of fulfilling the task of life detection. Emergencies that require urgent rescue, such as searching for survivors in earthquake ruins, can be solved using through-wall radar, which is of great significance to improve urgent rescue capabilities and secure the safety of citizens. Based on micro radar designing method, embedded systems and signal processing technology, this paper proposed a handheld through-wall radar detection device, which is based on Raspberry Pi and characterized by low power consumption, miniaturization, high operability and intuitive display. The device consists of the following parts: Antenna, transmitter and receiver (transceiver), Raspberry pi, monitor and power supply. The experiment results indicate that the system can measure the real-time distance between the wall and human target behind and display the one-dimensional distance image on software screen. © 2020 IEEE.","antennas; display devices; embedded systems; radio transceivers; signal detection; walls (structural partitions); designing methods; distance image; low-power consumption; radar detection; radar detection systems; rescue capability; signal processing technologies; transmitter and receiver; tracking radar","handheld; life detection; raspberry pi; through-wall radar","NA","IEEE Int. Conf. Circuits Syst., ICCS","0","NA","NA","NA","Scopus","raspberry pi","0","1","0","1","0","0","29"
"10.1109/CESYS.2016.7889851","Upase, Smita U.","Speech recognition based robotic system of wheelchair for disable people","2016","Proceedings of the International Conference on Communication and Electronics Systems, ICCES 2016","NA","NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018448915&doi=10.1109%2fCESYS.2016.7889851&partnerID=40&md5=ef85ef7e3fc499a878d0b313c1af2e64","Instrumentation and Control Engineering Department, CCOEW, Pune, India","This system aims to design, assimilate, combine and test a motorized, speech recognized protocol of wheelchair. This idea helps physically disabled patient to control the direction without any external manual force. There are many people who are unable to control the standard joystick interfaced wheelchair. speech controlled wheelchair can provide easy access to them who cannot control the wheelchair with hand movement. This robotic system uses raspberry pi for the speech recognition. In this prototype, Bluetooth interface is used between android phone and Raspberry Pi. Android phone is used which is connected to the HC-05 Bluetooth module via BT connection. HC-05 is the Bluetooth module which is connected to the Raspberry Pi. The objective is to design a system which will make the life of disable people easier. In this way, a navigation framework for wheelchairs in which integrates various alternative input interfaces where voice control is done with android Bluetooth Smartphone. © 2016 IEEE.","android (operating system); bluetooth; robotics; smartphones; speech; telephone sets; wheelchairs; alternative input; android smartphone; blue-tooth module; hand movement; hc-05 module; robotic systems; voice control; speech recognition","android smartphone; hc-05 module; raspberry pi; speech recognition","NA","Proc. Int. Conf. Commun. Electron. Syst., ICCES","8","NA","NA","NA","Scopus","raspberry pi","0","1","0","1","1","7","22"
"10.1002/aps3.1031","Tovar, Jose C. and Hoyer, J. Steen and Lin, Andy and Tielking, Allison and Callen, Steven T. and Elizabeth Castillo, S. and Miller, Michael and Tessman, Monica and Fahlgren, Noah and Carrington, James C. and Nusinow, Dmitri A. and Gehan, Malia A.","Raspberry Pi–powered imaging for plant phenotyping","2018","Applications in Plant Sciences","6","3","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044786149&doi=10.1002%2faps3.1031&partnerID=40&md5=dca01b4d97f28467db1c02c76a110cbf","Donald Danforth Plant Science Center, 975 North Warson Road, St. Louis, 63132, MO, United States; Computational and Systems Biology Program, Washington University in St. Louis, One Brookings Drive, St. Louis, 63130, MO, United States","Premise of the Study: Image-based phenomics is a powerful approach to capture and quantify plant diversity. However, commercial platforms that make consistent image acquisition easy are often cost-prohibitive. To make high-throughput phenotyping methods more accessible, low-cost microcomputers and cameras can be used to acquire plant image data. Methods and Results: We used low-cost Raspberry Pi computers and cameras to manage and capture plant image data. Detailed here are three different applications of Raspberry Pi–controlled imaging platforms for seed and shoot imaging. Images obtained from each platform were suitable for extracting quantifiable plant traits (e.g., shape, area, height, color) en masse using open-source image processing software such as PlantCV. Conclusions: This protocol describes three low-cost platforms for image acquisition that are useful for quantifying plant diversity. When coupled with open-source image processing tools, these imaging platforms provide viable low-cost solutions for incorporating high-throughput phenomics into a wide range of research programs. Applications in Plant Sciences is published by Wiley Periodicals, Inc. on behalf of the Botanical Society of America","NA","imaging; low-cost phenotyping; morphology; raspberry pi","NA","Appl. Plant Sci.","47","0.680","29","107","Scopus","raspberry pi","0","0","0","1","5","42","198"
"10.1007/978-981-16-5655-2_86","Bandopadhyay, Dipankan and Jha, Vinod and Bandyopadhyay, Atri and Roy, Pratik and Halder, Rupesh and Majhi, Swagatam","Automated People Monitoring System Using OpenCV and Raspberry Pi","2022","Lecture Notes in Networks and Systems","314","NA","905 – 913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123298162&doi=10.1007%2f978-981-16-5655-2_86&partnerID=40&md5=85c26473f856dbe0fa9508b20900dfbb","School of Electronics Engineering, KIIT Deemed to be University, Bhubaneswar, 751024, India","Over the last decade, there has been a quantum leap in terms of the evolution of new methodologies to better our quest to understand artificial intelligence and machine learning. One such field, where there has been an unparalleled advancement, is computer vision. The paper aims to design and structure an automated monitoring system that automates the monitoring of the number of people in this COVID-19 scenario in a designated enclosure. We have deployed the system on Raspberry Pi module and integrated a HOG detector which transcends ordinary Haar cascades in terms of performance. This model can then subsequently be connected and integrated with other modules to further enhance its applicability and spectrum of usage. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","NA","covid-19; hog; opencv; raspberry pi; svm","NA","Lect. Notes Networks Syst.","0","0.151","22","NA","Scopus","raspberry pi","0","0","0","1","0","0","14"
"10.1109/ICEBE52470.2021.00031","Wang, Wenjun and Huang, Xiangkang and Shu, Xin and Li, Shuping and Huang, Huichou and Wu, Qingyao","An Implementation of Face Recognition System with Face Presentation Attack Detection on Raspberry Pi","2021","Proceedings - 2021 IEEE International Conference on e-Business Engineering, ICEBE 2021","NA","NA","70 – 75","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128776126&doi=10.1109%2fICEBE52470.2021.00031&partnerID=40&md5=e4c438c0393236bb246e3f34899bebe7","School of Software Engineering, South China University of Technology, Guangzhou, China; School of Data Science and Information Engineering, Guizhou Minzu University, Guiyang, China; Key Laboratory of Big Data and Intelligent Robot, Ministry of Education, China; University of Hong Kong, Hong Kong, Hong Kong; Pazhou Lab, Guangzhou, China","With the popularity of unlocking and payment of using the face-swiping function, the era of face recognition has arrived. However, the current face recognition technology can identify the identity of the face image but cannot accurately distinguish the authenticity of the input face on embedded devices. Recently, face recognition with face presentation attack detection has become a research hotspot. In this paper, we develop an intelligent face recognition system on Raspberry Pi to handle this issue. Specifically, we first add a face presentation attack detection process to form a three-stage face recognition method to realize face recognition with face anti-spoofing. Second, we select a face detection model, a face presentation attack detection model and a face recognition model suitable for Raspberry Pi, and transplant these models previously trained in the Python environment to the C++ environment. Then we integrate and deploy these three models on Raspberry Pi and use the NCNN inference framework for efficient reasoning within limited memory and computing resources. Finally, we implement the face recognition system and conduct real-world tests to verify the performance. The experimental results demonstrate that our system can be applied in practice, and can achieve good effects.  © 2021 IEEE.","c++ (programming language); 'current; attack detection; detection models; embedded device; face images; face presentation attack detection; face recognition systems; face recognition technologies; hotspots; raspberry pi; face recognition","face presentation attack detection; face recognition; raspberry pi","NA","Proc. - IEEE Int. Conf. e-Bus. Eng., ICEBE","0","NA","NA","22","Scopus","raspberry pi","0","0","1","1","0","0","32"
"10.1109/ICEIC51217.2021.9369713","Egashira, Takuya and Nishikawa, Hiroki and Kong, Xiangbo and Tomiyama, Hiroyuki","A home security camera system with container-based resource allocation on raspberry pi","2021","2021 International Conference on Electronics, Information, and Communication, ICEIC 2021","NA","NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102973999&doi=10.1109%2fICEIC51217.2021.9369713&partnerID=40&md5=06b7c2cc2d3dd923e952a19ed527c1a5","Graduate School of Science and Engineering, Ritsumeikan University, Shiga, Japan; College of Science and Engineering, Ritsumeikan University, Shiga, Japan; JSPS Research Fellow, Graduate School of Science and Engineering, Ritsumeikan University, Shiga, Japan","Recently, Deep Learning (DL)-based image processing on edge computing devices has been studied actively. Modern edge devices are equipped with multiple cores in order to achieve both performance and energy efficiency, and how to efficiently utilize the multiple cores is crucial in the design of DL-based image processing systems. This paper presents a DL-based home security camera system on a Raspberry Pi edge computing device. Containers are utilized for efficient resource allocation on the Raspberry Pi device. Our experimental results show the effectiveness of our developed system. © 2021 IEEE.","cameras; containers; deep learning; edge computing; energy efficiency; resource allocation; computing devices; efficient resource allocation; home security; image processing system; image processing","parallel processing; security camera; yolo","NA","Int. Conf. Electron., Inf., Commun., ICEIC","3","NA","NA","751-800","Scopus","raspberry pi","1","0","0","0","0","3","16"
"10.1109/ICCPCT.2014.7055026","Nikhade, Sudhir G. and Agashe, A.A.","Wireless sensor network communication terminal based on embedded Linux and Xbee","2014","2014 International Conference on Circuits, Power and Computing Technologies, ICCPCT 2014","NA","NA","1468 – 1473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949924501&doi=10.1109%2fICCPCT.2014.7055026&partnerID=40&md5=c04656dfb88855e4b7e9bf01a8de888b","Walchand College of Engineering, Electronics Department, Sangli, Maharashtra, India","In this paper, raspberry Pi is used as an embedded Linux board which is used as a communication terminal in wireless sensor network. Raspberry pi uses ARM 11 system structure of the microcontroller in which Linux operating system can install in it. The embedded Linux board connects the entire sensor node via zigbee protocol in the wireless sensor network and collects sensors data from the sensors. This board continuously collects all the real time data from different sensor nodes a save in the raspberry pi board which can be accessed remotely on more than one client's computer. Thus we design the application which can group a large number of data based on the embedded Linux system platform. It could reduce the power consumption of the wireless sensor node; meanwhile, it improves the quantities of data processing ability and strengthens the data transmission speed. © 2014 IEEE.","computer operating systems; data handling; linux; sensor nodes; zigbee; communication terminal; data-transmission speed; embedded linux; embedded linux system; linux- operating system; network communications; processing ability; wireless sensor node; wireless sensor networks","embedded linux; raspberry pi; wireless sensor network; zigbee","NA","Int. Conf. Circuits, Power Comput. Technol., ICCPCT","9","0.125","12","NA","Scopus","raspberry pi","0","2","0","1","1","8","10"
"10.1109/ELTICOM47379.2019.8943848","Rahmat, Romi Fadillah and Saputra, Triyan and Hizriadi, Ainul and Lini, Tifani Zata and Nasution, Mahyuddin K.M.","Performance Test of Parallel Image Processing Using Open MPI on Raspberry PI Cluster Board","2019","2019 3rd International Conference on Electrical, Telecommunication and Computer Engineering, ELTICOM 2019 - Proceedings","NA","NA","32 – 35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078011148&doi=10.1109%2fELTICOM47379.2019.8943848&partnerID=40&md5=6a358b1964ac087c23bf7e30e3aa2dd6","Universitas Sumatera Utara, Information Technology Department, Medan, Indonesia","Image processing has the characteristic of input and output data in the form of images when the segmentation process is performed using Raspberry Pi with limited parameters; it will take a long time to process. An alternative can be applied using a cluster computer method to overcome this issue. In this study, a Raspberry cluster system will be built using Open MPI. Open MPI served as a compiler cluster by dividing the work process into several connected clusters device nodes so that the program can be run on cluster devices simultaneously. The test result showed that the program worked well in the cluster scope and the image conversion process performed better in the cluster scope than in single device. © 2019 IEEE.","cluster computing; image processing; program compilers; software testing; cluster; cluster computer; image conversion; input and outputs; open mpi; parallel image processing; performance tests; segmentation process; image segmentation","cluster; image processing; open mpi; raspberry pi","NA","Int. Conf. Electr., Telecommun. Comput. Eng., ELTICOM - Proc.","8","0.121","3","1201+","Scopus","raspberry pi","0","0","0","1","2","6","12"
"10.3390/electronics11203313","Khan, Bilal Muhammad and Fahad, Muhammad and Bilal, Rabia and Khan, Ali Hanzala","Performance Analysis of Raspberry Pi 3 IP PBX Based on Asterisk","2022","Electronics (Switzerland)","11","20","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140720901&doi=10.3390%2felectronics11203313&partnerID=40&md5=136a938dc2918c32d0a245c1937fa2b5","Department of Electronics and Power Engineering, National University of Sciences and Technology (NUST), Islamabad, 24090, Pakistan; Department of Electrical Engineering, Usman Institute of Technology, Sindh, 75300, Pakistan; Higher Colleges of Technology, Abu Dhabi P.O. Box 25026, United Arab Emirates","IP-PBX have grown considerably in the telecoms and IT industries in recent times due to their low cost, high customizability, open source and hardware-independent nature. Unlike traditional PBX systems that are TDM-based and require a separate wired infrastructure to operate, an IP PBX can be attached to the local LAN and uses SIP with RTP over Internet Protocol (IP) for signaling and data transport, respectively. Asterisk-based IP PBX has become a de facto standard for open-source low-to-medium calling capacity requirements. Single Board Computers (SBCs) are attracting considerable attention from academics, hobbyists and the industry, due to their compact size, low cost, low power, portability and fair processing ability. Raspberry Pi series SBCs are the pioneer in the field, having Pi, Pi2, Pi3 and Pi Zero in production, supporting different processing and storage capabilities. An IP PBX embedded on the raspberry Pi SBC can serve an adequate number of users and provide a tiny platform that can fit in a pocket and be transported anywhere while preserving the functionality of a complete IP PBX. Such systems can be phenomenally successful in situations where large infrastructures cannot be taken, for instance, in warzones or disaster-affected areas where communication networks are damaged, necessitating an immediate requirement for an ad hoc-based communication system. In this paper, we aim to explore the performance of an Asterisk®-based IP PBX installed on a Raspberry Pi 3 (model B) platform in terms of concurrent call handling using different codecs. © 2022 by the authors.","NA","ad hoc ip pbx; asterisk pbx; ip pbx; raspberry pi 3","NA","Electronics (Switzerland)","0","0.590","49","358","Scopus","raspberry pi","0","0","0","1","0","0","49"
"10.1051/matecconf/201819604032","Sałuch, Mateusz and Tokarski, Daniel and Grudniewski, Tomasz and Chodyka, Marta and Nitychoruk, Jerzyantoni and Woliński, Paweł and Jaworska, Beata and Adamczewski, Grzegorz","Raspberry PI 3B + microcomputer as a central control unit in intelligent building automation management systems","2018","MATEC Web of Conferences","196","NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053793108&doi=10.1051%2fmatecconf%2f201819604032&partnerID=40&md5=42d3a3cf88c954d4ed401ff3b6fd5680","State Higher School Pope John Paul II, Faculty of Economic and Technical Sciences, 95/97 Sidorska Street, Biala Podlaska, 21-500, Poland; Warsaw University of Technology, Faculty of Civil Engineering, 16 Lecha Kaczyńskiego Street, Warsaw, 00-637, Poland","This article aims to show the possible savings in electricity costs in smart building installations with the use of new version of Raspberry Pi 3 model B + as the control unit in intelligent building automation systems. It presents a comparison of the consumption of electricity in two units used in the central control systems, i.e. a small Windows-based computer and a Raspberry microcomputer. The power consumption of these units was measured during the rest period and during standard operations in the intelligent installation system. The conducted measurements proved that the use of the new updated version of Raspberry Pi 3 model B + as the central control unit in intelligent building management systems is more economical and energy-saving. © The Authors, published by EDP Sciences, 2018.","automation; costs; energy conservation; intelligent buildings; microcomputers; building automation; building automation systems; building management system; central control; central control systems; control unit; electricity costs; rest periods; computer control systems","NA","NA","MATEC Web Conf.","4","0.166","30","501-510","Scopus","raspberry pi","0","0","0","0","0","4","34"
"10.1109/PEDSTC53976.2022.9767328","Dehbashi, N. and Seyyedhosseini, M. and Yazdian-Varjani, A.","IoT Based Condition Monitoring and Control of Induction Motor Using Raspberry Pi","2022","2022 13th Power Electronics, Drive Systems, and Technologies Conference, PEDSTC 2022","NA","NA","134 – 138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130540946&doi=10.1109%2fPEDSTC53976.2022.9767328&partnerID=40&md5=a4a1183c250aabb33b2cd0d377aa7cbb","Tarbiat Modares University, Faculty of Electrical and Computer, Tehran, Iran","Induction motors, especially three-phase induction motors, are widely used in the industry due to their outstanding features compared to others. Remote drive inverters are one of the new areas for increasing the efficiency and reliability of motors. With the fast advancement of technology and the expansion of the internet network, the Internet of Things has become one of the main ways to communicate with different devices. The number of devices connected to the Internet has increased, especially in industrial environments that lead to better product control and monitoring. Sending system monitoring information with IoT allows processing, storage and monitoring. The use of IoT in the control and monitoring of electric motors leads to the formation of smart drives. The benefits of using IoT include reducing maintenance costs, increasing reliability, optimizing motor performance, and improving failure prediction accuracy. In this project Raspberry Pi board is used as processor and two current and voltage sensors for monitoring electrical features and controlling motor speed Also temperature sensor for detecting failures. The data is collected by the Raspberry Pi and sent to the server and then stored in the database and after processing, the necessary instructions are sent back to the Raspberry Pi.  © 2022 IEEE.","digital storage; electric inverters; electric machine control; induction motors; internet of things; control and monitoring; efficiency and reliability; inductions motors; industrial environments; monitoring and control; product control; product monitoring; raspberry pi; smart inverters; three phase induction motor; condition monitoring","condition monitoring; induction motor; internet of things; raspberry pi; smart inverter","NA","Power Electron., Drive Syst., Technol. Conf., PEDSTC","1","NA","NA","NA","Scopus","raspberry pi","0","0","1","1","0","1","NA"
"10.1109/MCE.2019.2941347","Sainz-Raso, Jorge and Martin, Sergio and Diaz, Gabriel and Castro, Manuel","Security Vulnerabilities in Raspberry Pi-Analysis of the System Weaknesses","2019","IEEE Consumer Electronics Magazine","8","6","47 – 52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074763909&doi=10.1109%2fMCE.2019.2941347&partnerID=40&md5=35f7a33d202b7321243d0e24a791063e","National Distance Education University, Spain; Lyon, France","The Internet of Things (IoT) is made up of many devices, platforms, and communication protocols. Among them, Raspberry Pi has arisen as one of the most popular equipment for hobby and education purposes because of its low cost, small size, flexibility, and potential. Nevertheless, Raspberry Pi needs an operating system to work, which exposes it to software vulnerabilities despite the many advantages it provides in comparison with nonoperating system devices. This device also has hardware limitations, which impact on its security. These limitations exist because some concessions had to be done during the design in order to decrease the cost of the device. This article analyzes different hardware and software vulnerabilities that can be found in a Raspberry Pi when using a default installation of different available operating systems. Finally, we propose a list of good practices to minimize the presented issues. © 2012 IEEE.","electronics engineering; electronics industry; default installation; good practices; hardware and software; internet of thing (iot); low costs; security vulnerabilities; software vulnerabilities; internet of things","NA","NA","IEEE Consum. Electron. Mag.","5","1.441","36","NA","Scopus","raspberry pi","0","0","0","0","0","5","44"
"10.1109/ICOEI.2017.8300938","Patil, Piyush and Prajapat, Jayesh","Implementation of a real time communication system for deaf people using Internet of Things","2018","Proceedings - International Conference on Trends in Electronics and Informatics, ICEI 2017","2018-January","NA","313 – 316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046618951&doi=10.1109%2fICOEI.2017.8300938&partnerID=40&md5=1bd66615d3899ecf026cf72e0da451ab","Department of Computer Engineering, Pune University, Maharashtra, India","People having hearing disability face challenges every day. The biggest challenge faced by them is communication. The main objective of this paper is the development of an advanced communication system for deaf people. To solve this problem of communication we are using internet of things. The IoT is implemented with the help Embedded Linux board named Raspberry Pi. Our system consists of two ends, at one end there is a normal person and at another end, there is a deaf person. The normal person will speak into raspberry pi through speech to text module, a deaf person will get the text via Wi-Fi, Bluetooth or Cloud Server according to the situation. © 2017 IEEE.","audition; clouds; computer operating systems; global system for mobile communications; cloud servers; embedded linux; gsm modules; hearing disabilities; raspberry pi; real-time communication system; speech to texts; text to speech; internet of things","api; cloud; gsm module; iot; raspberry pi; speech to text; text to speech","NA","Proc. - Int. Conf. Trends Electron. Inf., ICEI","6","NA","NA","NA","Scopus","raspberry pi","0","1","1","1","0","6","12"
"10.23919/ChiCC.2017.8029144","Feng, Zhen and Guo, Yanning and Xing, Jingyi and Huo, Xiang","The implementation of Keren imagie registration system on Raspberry Pi platform","2017","Chinese Control Conference, CCC","NA","NA","11199 – 11203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032200275&doi=10.23919%2fChiCC.2017.8029144&partnerID=40&md5=3520fd6a10bc15563a2b4ff93e21ab24","Harbin Institute of Technology, Harbin, 150001, China","Currently, the image registration algorithm is mainly implemented on PC. In this paper, to realize image registration on a mobile terminal, a customized image registration system was designed and implemented on Raspberry Pi microcomputer board, in which the Keren algorithm is adopted to achieve image registration. Experimental results show that this system can reach a sub-pixel level of registration with high efficiency, and still has satisfactory accuracy even for the general case that noises are included in all the images. Besides, realizing image registration function based on the mobile terminal also makes the system more potential to be used with higher level of integration. © 2017 Technical Committee on Control Theory, CAA.","NA","image registration; keren algorithm; raspberry pi; sub-pixel","NA","Chinese Control Conf., CCC","2","0.152","27","236","Scopus","raspberry pi","0","0","0","1","1","1","38"
"10.5194/isprs-archives-XLII-2-W13-207-2019","Belcore, E. and Piras, M. and Pezzoli, A. and Massazza, G. and Rosso, M.","Raspberry pi 3 multispectral low-cost sensor for uav based remote sensing. case study in south-west Niger","2019","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","42","2/W13","207 – 214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067492117&doi=10.5194%2fisprs-archives-XLII-2-W13-207-2019&partnerID=40&md5=c477cbc70c938b6e7876422cd4a2a7ac","Politecnico di Torino, DIATI, Department of Environment, Land and Infrastructure Engineering, Corso Duca degli Abruzzi, 24, Torino, 10129, Italy; Politecnico di Torino, DIST, Interuniversity Department of Regional and Urban Studies and Planning, Viale Pier Andrea Mattioli, 39, Torino, 10125, Italy","The technology of UAV (Unmanned Aerial Vehicles) is rapidly improving and UAV-integrated sensors have kept up with it, providing more efficient and effective solutions. One of the most sought-after characteristics of on-board sensors is the low costing associated to good quality of the collected data. This paper proposes a very low-cost multiband sensor developed on a Raspberry device and two Raspberry Pi 3 cameras that can be used in photogrammetry from drone applications. The UAV-integrated radiometric sensor and its performance were tested in in two villages of South-west Niger for the detection of temporary surface water bodies (or Ephemeral water bodies): zones of seasonal stagnant water within villages threatening the viability and people's health. The Raspberry Pi 3 cameras employed were a regular RGB Pi camera 2 (Red, Green, Blue) and a NoIR Pi 3 camera v2 (regular RGB without IR filter) with 8MPX resolution. The cameras were geometrically calibrated and radiometrically tested before the survey in the field. The results of the photogrammetry elaborations were 4 orthophotos (a RGB and NoIRGB orthophoto for each village). The Normalized Difference Water Index (NDWI) was calculated. The index allowed the localization and the contouring of the temporary surface water bodies present in the villages. The data were checked against the data collected with a Sony (ILCE-5100). Very high correspondence between the different data was detected. Raspberry-based sensors demonstrated to be a valid tool for the data collection in critical areas. © Authors 2019.","aircraft detection; antennas; automobile bodies; cameras; costs; photogrammetry; remote sensing; rural areas; unmanned aerial vehicles (uav); camera calibration; low costing; multispectral sensors; noir; uav (unmanned aerial vehicles); surface waters","camera calibration; low costing; multispectral sensor; noir; raspberry pi; uav (unmanned aerial vehicles)","NA","Int. Arch. Photogramm., Remote Sens. Spat. Inf. Sci. - ISPRS Arch.","13","0.305","77","334","Scopus","raspberry pi","1","0","0","1","0","13","61"
"10.1145/3384217.3384220","Arnold, Andrew and Corapi, Paul and Nasta, Michael and Wolgast, Kevin and Babbitt, Thomas A.","A raspberry Pi sensor network for wildlife conservation","2020","ACM International Conference Proceeding Series","NA","NA","116 – 118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090500398&doi=10.1145%2f3384217.3384220&partnerID=40&md5=3ca7904dde9ed87a15433c63e4f71008","United States Military Academy, West Point, NY, United States","Scientists and the military require inconspicuous means to monitor wildlife. In this poster, we progress the ability for a Raspberry Pi sensor network to be used for wildlife detection and monitoring. Eliminating the need for expensive commercial camera traps, the sensor network will, with little to no human interaction, detect and collect vital information about the presence of endangered wildlife. Raspberry Pi sensor nodes collect and store data and transfer it over a mesh network to an android app interface. In order to reduce the node size and maintain battery efficiency, we are implementing parallel battery usage and standard lithium batteries. We will also increase the range, durability, and adaptability of the network by integrating a self-healing mesh network that does not require a master node for communication to and from individual sensors. © 2020 Owner/Author.","conservation; lithium batteries; mesh generation; sensor networks; sensor nodes; battery efficiencies; endangered wildlife; human interactions; self-healing mesh network; wildlife conservation; animals","battery optimization; conservation; mesh network; raspberry pi","NA","ACM Int. Conf. Proc. Ser.","0","0.232","128","NA","Scopus","raspberry pi","0","0","0","1","0","0","19"
"10.1007/978-3-319-91806-8_47","David, Salomao and Muchave, Esperança","Co-design with Raspberry Pi: Developing and Hosting Sustainable Community Application","2018","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10920 LNCS","NA","608 – 619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050636991&doi=10.1007%2f978-3-319-91806-8_47&partnerID=40&md5=181b55f1a0111c0302341913eca60681","Research and Development Department, Communications Regulatory Authority of Mozambique, Praça 16 de Junho 340, Maputo, Mozambique; Research and Development Department, Business School, University of Saint Thomas, Sommerchield II, Parcela 242/02 Rua Beijo Da Mulata, Maputo, Mozambique","The recent financial crisis forced the developing context to embrace economic and social sustainability as an agenda to be considered throughout the conception and deployment of ICT initiatives. This article presents the implications of merging both communities knowledge and information system professional practices to produce application while addressing affordability in the early rounds of design. The developers used Raspberry Pi for hosting the application, Raspberry Pi is a credit card-sized Single-Board Computer (SBC), can be carried in the pocket, handbag, and it is lightweight and does consume less power and energy as compared to traditional computers. © 2018, Springer International Publishing AG, part of Springer Nature.","applications; computer science; computers; ecosystems; co-designs; financial crisis; hosting; professional practices; single board computers; social sustainability; sustainable communities; traditional computers; artificial intelligence","application; co-design; communities; hosting; ict; raspeberry pi","NA","Lect. Notes Comput. Sci.","0","NA","NA","240","Scopus","raspberry pi","0","0","0","0","0","0","18"
"10.1109/ICDI3C.2018.00018","Harshitha, R. and Hussain, Muhammad Hameem Safwat","Surveillance robot using raspberry Pi and IoT","2018","Proceedings - 2018 International Conference on Design Innovations for 3Cs Compute Communicate Control, ICDI3C 2018","NA","NA","46 – 51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053144388&doi=10.1109%2fICDI3C.2018.00018&partnerID=40&md5=dff4d1ef9e3bd4ac0b17bfbc37c7d786","MVJ College of Engineering, Bangalore, India; Electronics and Communication Engineering, MVJ College of Engineering, Bangalore, India","remote surveillance and monitoring of our homes has seen a growing need in emerging times. By means of this paper, we put forward a surveillance robot which can be integrated into any kind of household. The base controller of the bot will be the powerful Raspberry Pi 3 Model B. A webcam attached to the Pi monitors the area and sends a notification when any trespassing or obtrusion is detected. The camera also possesses face recognition algorithm which will possess the ability to identify the person responsible for the motion triggering. If it is an authorized personnel, the on board voice assistant will start talking with the person. The notification will be sent only when it's an unauthorized personnel and will contain pictures clicked of the trespasser and also activate live streaming of the webcam feed. The live streaming ability of the Pi allows the camera feed to be analyzed from any location using internet. With such a system, every user will feel more sheltered while they're not at their place of residence or when they've left their children and old ones alone at home. © 2018 IEEE.","cameras; face recognition; internet of things; monitoring; personnel; space surveillance; face recognition algorithms; live stream; live streaming; raspberry pi; remote surveillance; surveillance robots; webcam; network security","live stream; raspberry pi 3 model b; surveillance; webcam","NA","Proc. - Int. Conf. Des. Innov. 3Cs Compute Commun. Control, ICDI3C","21","0.153","5","NA","Scopus","raspberry pi","0","0","1","1","1","20","35"
